OSEBuildingID,DataYear,BuildingName,BuildingType,TaxParcelIdentificationNumber,Address,City,State,ZipCode,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),EPAPropertyType,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity
27365,2021,ADAMS ELEMENTARY (SPS-DISTRICT),SPS-District K-12,6658000060,6110 28TH AVE NW,SEATTLE,WA,98107,47.67363,-122.39152,BALLARD,6,1989,2,1,57298,57298,0,81,24.60000038,24.5,1464259,1470826,68.80000305,68.5,K-12 School,K-12 School,59823,NA,,NA,,429150,0,0,Compliant,No Issue,1464259,0,6.1,0.1
27369,2021,PARKVIEW PLAZA CONDOMINIUM,Multifamily HR (10+),6669140000,1101 SENECA ST,SEATTLE,WA,98101,47.61063,-122.32601,EAST,3,1981,18,1,78538,78538,0,20,66.09999847,66.69999695,5235156,5192744,159.6000061,161.3000031,Multifamily HR (10+),Multifamily Housing,78538,Parking,19200,Swimming Pool,0,1200495,0,11391,Compliant,No Issue,4096089,1139068,77.4,1
27378,2021,SAFEWAY  STORE # 1550,NonResidential,6716700415,7300 ROOSEVELT WAY NE,SEATTLE,WA,98115,47.68217,-122.31675,NORTHEAST,1,1997,1,1,76585,38000,38585,30,328.7999878,327.7000122,13581144,13628754,666.9000244,665.7000122,Supermarket/Grocery Store,Supermarket/Grocery Store,41447,Parking,0,NA,,2232633,0,59634,Compliant,No Issue,7617744,5963400,348.2,9.2
27381,2021,CROSS AND CROWN CHURCH,NonResidential,6746700035,4554 12TH AVE NE,SEATTLE,WA,98105,47.66295,-122.31494,NORTHEAST,4,1938,3,1,26373,26373,0,54,29.79999924,29.60000038,781891,785048,55.20000076,55.09999847,Worship Facility,Worship Facility,26373,NA,,NA,,105708,0,4212,Compliant,No Issue,360677,421214,23.9,0.9
27386,2021,RENAISSANCE AT 1ST & LEE,Multifamily MR (5-9),7215650000,1414 1ST AVE W,SEATTLE,WA,98119,47.63176,-122.35763,MAGNOLIA / QUEEN ANNE,7,2004,6,1,40128,40128,0,,43.70000076,43.40000153,1740931,1753630,67.80000305,67.5,Multifamily MR (5-9),Multifamily Housing,40128,NA,,NA,,147263,0,12385,Compliant,No Issue,502460,1238471,67.9,1.7
27387,2021,RENAISSANCE THE CONDOMINIUM,Multifamily LR (1-4),7215700000,1011 5TH AVE N,SEATTLE,WA,98109,47.62848,-122.34788,MAGNOLIA / QUEEN ANNE,7,1985,4,1,24581,24581,0,,24.89999962,24.89999962,621382,620256,69.59999847,69.69999695,Multifamily LR (1-4),Multifamily Housing,24948,Parking,5035,NA,,182116,0,0,Compliant,No Issue,621381,0,2.6,0.1
27388,2021,RENAISSANCE ON QUEEN ANNE CONDOMINIUM,Multifamily LR (1-4),7215750000,810 TAYLOR AVE N,SEATTLE,WA,98109,47.62662,-122.34577,MAGNOLIA / QUEEN ANNE,7,1978,3,1,34066,34066,0,75,27.20000076,27.5,935237,926722,76.19999695,76.90000153,Multifamily LR (1-4),Multifamily Housing,34066,NA,,NA,,274102,0,0,Compliant,No Issue,935237,0,3.9,0.1
27389,2021,LESCHI LAKE CENTER,Campus,4114601145,120 LAKESIDE AVE,SEATTLE,WA,98122,47.60207,-122.28481,CENTRAL,3,1956,2,6,75868,75868,0,,64,63.79999924,4841696,4858994,162.3999939,161.6999969,Office,Office,50379,Restaurant,12622,Retail Store,6662,1203382,0,7358,Compliant,No Issue,4105939,735755,56.1,0.7
27397,2021,GABLES CO-OP APTS,Multifamily LR (1-4),4232400680,403 16TH AVE E,SEATTLE,WA,98112,47.62249,-122.31183,EAST,1,1911,4,2,33430,33430,0,100,8.300000191,8.300000191,276256,276256,23.10000038,23.10000038,Multifamily LR (1-4),Multifamily Housing,33430,NA,,NA,,80966,0,0,Compliant,No Issue,276256,0,1.1,0
27405,2021,THE HARRISON,Multifamily LR (1-4),4232401360,346 15TH AVE E,SEATTLE,WA,98112,47.62186,-122.3125,EAST,3,2001,4,1,28878,22526,6352,,33.09999847,33.29999924,748992,746658,75.30000305,75.69999695,Multifamily LR (1-4),Multifamily Housing,18297,Parking,6352,Retail Store,4229,153896,0,2239,Compliant,No Issue,525091,223900,14.1,0.6
27406,2021,GREENLIND BUILDING,NonResidential,4232401365,340 15TH AVE E,SEATTLE,WA,98112,47.62164,-122.31238,EAST,3,1947,2,1,21656,21656,0,,204.1000061,204.1000061,4419258,4419258,258.1000061,258.1000061,Mixed Use Property,Other - Entertainment/Public Assembly,5656,Other - Public Services,5561,Restaurant,5090,158894,0,38771,Compliant,No Issue,542147,3877111,208.2,9.6
27416,2021,UNIVERSITY HOUSE,Multifamily HR (10+),6746700055,4700 12TH AVE NE,SEATTLE,WA,98105,47.66341,-122.3149,NORTHEAST,4,1971,11,1,72831,72831,0,64,40.09999847,39.79999924,2781972,2801920,109,108.1999969,Multifamily HR (10+),Multifamily Housing,46104,Non-Refrigerated Warehouse,23823,NA,,777848,0,1280,Compliant,No Issue,2654017,127954,17.8,0.2
27417,2021,ELLIPSE APARTMENTS,Multifamily MR (5-9),6746700110,4744 12TH AVE NE,SEATTLE,WA,98105,47.66438,-122.31499,NORTHEAST,4,2006,6,1,82254,60490,21764,93,26.89999962,27,1631812,1626034,75.30000305,75.5,Multifamily MR (5-9),Multifamily Housing,60490,NA,,NA,,478257,0,0,Compliant,No Issue,1631812,0,6.8,0.1
27430,2021,ACACIA COURT APARTMENTS,Multifamily MR (5-9),6746700930,4707 12TH AVE NE,SEATTLE,WA,98105,47.6634,-122.31556,NORTHEAST,1,2005,6,1,57700,42131,15569,,36.90000153,37.29999924,1588851,1573683,74.09999847,75,Multifamily MR (5-9),Multifamily Housing,39935,Parking,15540,Office,2695,256133,0,7149,Compliant,No Issue,873927,714924,41.6,1
27431,2021,RESIDENCE AT 5TH AVENUE NORTH CONDOMINIUM,Multifamily LR (1-4),7242000000,812 5TH AVE N,SEATTLE,WA,98109,47.62698,-122.3473,MAGNOLIA / QUEEN ANNE,7,2002,4,1,58359,58359,0,91,28.5,28.60000038,1671398,1663778,59.29999924,59.79999924,Multifamily LR (1-4),Multifamily Housing,58359,NA,,NA,,290804,0,6792,Compliant,No Issue,992224,679174,40.2,0.7
27433,2021,RIDGEMONT CONDOMINIUM,Multifamily LR (1-4),7308870000,7720 GREENWOOD AVE N,SEATTLE,WA,98103,47.68523,-122.35492,NORTHWEST,6,2002,4,1,23236,23236,0,67,26.70000076,27,626986,621559,74.90000153,75.59999847,Multifamily LR (1-4),Multifamily Housing,23236,NA,,NA,,183759,0,0,Compliant,No Issue,626986,0,2.6,0.1
27436,2021,PHINNEY TERRACE,Multifamily LR (1-4),7321900125,6561 PHINNEY AVE N,SEATTLE,WA,98103,47.67711,-122.35471,NORTHWEST,6,1984,3,1,43788,43788,0,,25.70000076,25.60000038,1119188,1125576,72,71.59999847,Multifamily LR (1-4),Multifamily Housing,43425,Retail Store,363,NA,,328015,0,0,Compliant,No Issue,1119188,0,4.6,0.1
27438,2021,RIVA AT LAKE UNION,Multifamily MR (5-9),7326250000,1550 EASTLAKE AVE E,SEATTLE,WA,98102,47.63363,-122.32528,LAKE UNION,4,1996,7,1,39329,39329,0,93,21.60000038,21.79999924,855978,850266,60.5,60.90000153,Multifamily MR (5-9),Multifamily Housing,39329,NA,,NA,,250873,0,0,Compliant,No Issue,855978,0,3.5,0.1
27456,2021,CENTURYLINK: ATWATER CO,NonResidential,4232903455,1503 3RD AVE W,SEATTLE,WA,98119,47.63286,-122.36141,MAGNOLIA / QUEEN ANNE,7,1956,2,1,36771,36771,0,,146.1000061,146.1000061,5093770,5093770,409.2000122,409.2000122,Other,Other,34856,NA,,NA,,1492899,0,0,Compliant,No Issue,5093771,0,21.1,0.6
27459,2021,THE GILBERT APARTMENTS,Multifamily LR (1-4),4232903850,1529 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63338,-122.35738,MAGNOLIA / QUEEN ANNE,1,2005,4,1,87261,62251,25010,,27.70000076,27.79999924,1759481,1749730,57.5,57.90000153,Multifamily LR (1-4),Multifamily Housing,52624,Parking,25101,Retail Store,10577,303517,0,7239,Compliant,No Issue,1035599,723882,42.7,0.7
27472,2021,THE MAGNOLIA,Multifamily LR (1-4),4235400735,4250 34TH AVE W,SEATTLE,WA,98199,47.65904,-122.40044,MAGNOLIA / QUEEN ANNE,7,1989,3,1,34854,23760,11094,85,26.39999962,26.70000076,684262,677968,74,74.59999847,Multifamily LR (1-4),Multifamily Housing,25666,NA,,NA,,200546,0,0,Compliant,No Issue,684262,0,2.8,0.1
27482,2021,CHEMITHON,NonResidential,7327901685,8000 5TH AVE S,SEATTLE,WA,98108,47.53104,-122.32784,GREATER DUWAMISH,1,1977,1,1,24024,24024,0,,8.899999619,9,215528,213230,24.89999962,25.10000038,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,14314,Other - Services,9710,NA,,63168,0,0,Compliant,No Issue,215528,0,0.9,0
27488,2021,WESTCO WIRE ROPE,NonResidential,7327903120,7777 7TH AVE S,SEATTLE,WA,98108,47.53326,-122.32579,GREATER DUWAMISH,1,1953,1,1,42420,42420,0,39,27.5,28.29999924,1199667,1166371,44.29999924,45.20000076,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42420,NA,,NA,,109829,0,8249,Compliant,No Issue,374737,824930,45.4,1.1
27494,2021,PWA INC,NonResidential,7327904585,7700 2ND AVE S,SEATTLE,WA,98108,47.53379,-122.33063,GREATER DUWAMISH,1,1979,1,1,36982,36982,0,71,9.600000381,9.699999809,358960,353561,21.60000038,21.79999924,Distribution Center,Distribution Center,34382,Office,2600,NA,,71974,0,1134,Compliant,No Issue,245577,113383,7,0.2
27504,2021,WHECO,NonResidential,7327906465,7417 4TH AVE S,SEATTLE,WA,98108,47.53651,-122.32954,GREATER DUWAMISH,1,1964,2,1,23400,23400,0,88,12.19999981,12.39999962,289592,285706,34.20000076,34.70000076,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20002,Office,3374,Parking,0,84874,0,0,Compliant,No Issue,289592,0,1.2,0.1
27510,2021,LE PARC CONDOMINIUM,Multifamily LR (1-4),4239100000,1231 5TH AVE N,SEATTLE,WA,98109,47.63084,-122.34789,MAGNOLIA / QUEEN ANNE,7,1992,4,1,21232,21232,0,,26.60000038,26.79999924,594897,591101,63,63.09999847,Multifamily LR (1-4),Multifamily Housing,22209,NA,,NA,,130145,0,1508,Compliant,No Issue,444055,150842,9.8,0.5
27515,2021,LESCHI SHORES CONDOMINIUM,Multifamily LR (1-4),4279100000,720 LAKESIDE AVE S,SEATTLE,WA,98144,47.59593,-122.28689,CENTRAL,1,1957,4,1,22810,22810,0,,35.59999847,36.20000076,827603,812415,92,93.90000153,Multifamily LR (1-4),Multifamily Housing,22844,Swimming Pool,0,NA,,213689,0,985,Compliant,No Issue,729106,98497,8.2,0.4
27526,2021,VALI-HAI APARTMENTS,Multifamily LR (1-4),5457300300,800 1ST AVE N,SEATTLE,WA,98109,47.6267,-122.35506,MAGNOLIA / QUEEN ANNE,7,1959,4,2,43346,43346,0,1,222.1999969,222.1999969,9629867,9629867,320.7000122,320.7000122,Multifamily LR (1-4),Multifamily Housing,43346,Parking,12600,Swimming Pool,0,634362,0,74654,Compliant,No Issue,2164443,7465424,405.4,9.4
27528,2021,100 ROY ST APTS,Multifamily LR (1-4),5457300410,100 ROY ST,SEATTLE,WA,98109,47.62573,-122.35496,MAGNOLIA / QUEEN ANNE,1,1948,3,1,53280,53280,0,81,63.29999924,63.70000076,2438731,2426180,95.90000153,96.30000305,Multifamily LR (1-4),Multifamily Housing,38308,NA,,NA,,188675,0,17950,Compliant,No Issue,643759,1794972,98,1.8
27532,2021,COLOR CRAFT,NonResidential,5457300570,621 2ND AVE N,SEATTLE,WA,98109,47.62518,-122.35317,MAGNOLIA / QUEEN ANNE,7,1948,2,1,30720,30720,0,,64,63.70000076,1856138,1865132,111.0999985,110.8000031,Other,Other,28120,Parking,1600,Office,1000,214002,0,11260,Compliant,No Issue,730177,1125961,62.8,2
27540,2021,BEL-AIR APTS,Multifamily LR (1-4),5457800150,801 3RD AVE N,SEATTLE,WA,98109,47.62655,-122.35173,MAGNOLIA / QUEEN ANNE,7,1958,4,1,21056,21056,0,95,23,23.20000076,487675,483571,64.30000305,64.90000153,Multifamily LR (1-4),Multifamily Housing,21056,NA,,NA,,142929,0,0,Compliant,No Issue,487675,0,2,0.1
27553,2021,DAE II,NonResidential,7376600035,676 S INDUSTRIAL WAY,SEATTLE,WA,98108,47.56626,-122.3244,GREATER DUWAMISH,1,1972,1,1,23232,23232,0,1,90.30000305,90.30000305,2098826,2098826,253,253,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,23232,NA,,NA,,615131,0,0,Compliant,No Issue,2098826,0,8.7,0.4
27554,2021,L&W FOOD CORPORATION,NonResidential,7376600060,651 S INDUSTRIAL WAY,SEATTLE,WA,98108,47.56501,-122.3248,GREATER DUWAMISH,2,1974,1,1,35046,35046,0,45,36.40000153,36.79999924,1198614,1184877,81.19999695,81.80000305,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,32546,NA,,NA,,234850,0,3973,Compliant,No Issue,801309,397305,24.4,0.7
27561,2021,OVERSEAS CASING CO,NonResidential,7376600250,4318 6TH AVE S,SEATTLE,WA,98108,47.56477,-122.32628,GREATER DUWAMISH,1,1961,1,1,25577,25577,0,68,30.70000076,30.89999962,790060,785099,79.5,80.09999847,Refrigerated Warehouse,Refrigerated Warehouse,13349,Non-Refrigerated Warehouse,8228,Office,4000,204132,0,936,Compliant,No Issue,696499,93560,7.9,0.3
27562,2021,AUTO-CHLOR SYSTEM,NonResidential,7376600270,4329 7TH AVE S,SEATTLE,WA,98108,47.56448,-122.32484,GREATER DUWAMISH,2,1974,1,1,43380,43380,0,90,8.100000381,8.100000381,348343,348343,22.79999924,22.79999924,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,42844,NA,,NA,,102094,0,0,Not Compliant,Default Data,348343,0,1.4,0
27567,2021,410 ASSOCIATES OFFICE BLDG,NonResidential,4452300055,4010 STONE WAY N,SEATTLE,WA,98103,47.65576,-122.34208,LAKE UNION,4,1995,3,1,20410,20410,0,11,112.1999969,113.5999985,2319144,2290984,217.3999939,218.8000031,Office,Office,20410,NA,,NA,,340230,0,11583,Compliant,No Issue,1160865,1158279,66.3,3.2
27569,2021,LUMEN CONDO,Multifamily LR (1-4),4458720000,500 MERCER ST,SEATTLE,WA,98109,47.62473,-122.34727,MAGNOLIA / QUEEN ANNE,1,2006,3,1,97855,97855,0,97,31.10000038,31.29999924,3063699,3047829,66.09999847,66.59999847,Multifamily LR (1-4),Multifamily Housing,97855,Parking,55020,NA,,552681,0,11780,Compliant,No Issue,1885747,1177952,70.4,0.7
27570,2021,LUMINAIRE,Multifamily MR (5-9),4458740000,12328 31ST AVE NE,SEATTLE,WA,98125,47.71816,-122.29484,NORTH,5,2004,6,1,41149,41149,0,100,34,34,1398034,1400104,72,72,Multifamily MR (5-9),Multifamily Housing,41149,Parking,25100,NA,,250123,0,5446,Compliant,No Issue,853419,544615,32.5,0.8
27573,2021,AQUA TERRACE APARTMENT,Multifamily LR (1-4),5458300045,1020 5TH AVE N,SEATTLE,WA,98109,47.62868,-122.34718,MAGNOLIA / QUEEN ANNE,7,1959,3,1,22937,22937,0,91,25.79999924,25.60000038,587705,591706,72.19999695,71.69999695,Multifamily LR (1-4),Multifamily Housing,22937,NA,,NA,,172246,0,0,Compliant,No Issue,587705,0,2.4,0.1
27574,2021,THE ORION APARTMENTS,Multifamily LR (1-4),5458300105,901 TAYLOR AVE N,SEATTLE,WA,98109,47.62732,-122.34668,MAGNOLIA / QUEEN ANNE,7,1967,4,1,21168,21168,0,76,24.10000038,24.29999924,513812,509172,67.40000153,68,Multifamily LR (1-4),Multifamily Housing,21168,NA,,NA,,150590,0,0,Compliant,No Issue,513812,0,2.1,0.1
27582,2021,MERIDIAN,Multifamily HR (10+),5464100000,1420 TERRY AVE,SEATTLE,WA,98101,47.61263,-122.32924,EAST,7,2002,27,1,179678,179678,0,33,63.29999924,63.79999924,11463989,11373464,119.3000031,119.9000015,Multifamily HR (10+),Multifamily Housing,179678,NA,,NA,,1592646,0,60299,Compliant,No Issue,5434108,6029879,342.7,1.9
27584,2021,MERIDIAN MANOR,Multifamily HR (10+),5464300020,10345 MERIDIAN AVE N,SEATTLE,WA,98133,47.70451,-122.33453,NORTHWEST,5,1979,10,1,75070,75070,0,35,48.70000076,49.40000153,3706217,3656154,136.3999939,138.1999969,Multifamily HR (10+),Multifamily Housing,75070,NA,,NA,,1086230,0,0,Compliant,No Issue,3706217,0,15.3,0.2
27585,2021,MERIDIAN TERRACE,Multifamily LR (1-4),5464300061,1810 N 103RD ST,SEATTLE,WA,98133,47.70342,-122.33487,NORTHWEST,1,1988,3,1,48433,35854,12579,93,27.5,27.79999924,995158,984418,76.90000153,77.69999695,Multifamily LR (1-4),Multifamily Housing,35854,Parking,12579,NA,,291664,0,0,Compliant,No Issue,995158,0,4.1,0.1
27587,2021,MERIDIAN CENTER BUILDING,NonResidential,5464300065,10303 MERIDIAN AVE N,SEATTLE,WA,98133,47.70349,-122.33424,NORTHWEST,5,1983,3,1,24696,18396,6300,89,28,28.5,524678,515290,78.40000153,79.90000153,Office,Office,18396,Parking,6300,NA,,153774,0,0,Compliant,No Issue,524678,0,2.2,0.1
27590,2021,MERIDIAN 106 CONDOS CONDOMINIUM,Multifamily LR (1-4),5468300000,2100 N 106TH ST,SEATTLE,WA,98133,47.70612,-122.3335,NORTHWEST,5,1979,4,1,20806,20806,0,71,30,30.10000038,626558,624834,84.09999847,84.30000305,Multifamily LR (1-4),Multifamily Housing,20806,NA,,NA,,183634,0,0,Compliant,No Issue,626558,0,2.6,0.1
27591,2021,MERITAGE CONDOMINIUM,Multifamily MR (5-9),5470160000,124 BELLEVUE AVE E,SEATTLE,WA,98102,47.61943,-122.32626,EAST,3,2006,7,1,43142,43142,0,85,31,31.10000038,1342889,1338570,84.40000153,84.69999695,Multifamily MR (5-9),Multifamily Housing,43142,NA,,NA,,375646,0,612,Compliant,No Issue,1281705,61184,8.6,0.2
27593,2021,MERRILL COURT CONDOMINIUM,Multifamily LR (1-4),5479500000,718 E ALOHA ST,SEATTLE,WA,98102,47.62705,-122.32306,EAST,3,1985,3,1,47544,47544,0,,55,56,2247152,2207752,82.59999847,83.59999847,Multifamily LR (1-4),Multifamily Housing,40125,Parking,17050,NA,,166773,0,16781,Compliant,No Issue,569028,1678124,91.5,1.9
27594,2021,MERRILL PLACE RESIDENTIAL CONDOMINIUM,Multifamily LR (1-4),5479650000,97 S JACKSON ST,SEATTLE,WA,98104,47.59903,-122.33461,DOWNTOWN,2,1905,3,1,20583,20583,0,,18.29999924,18.60000038,382535,377186,51.29999924,52,Multifamily LR (1-4),Multifamily Housing,20583,NA,,NA,,112114,0,0,Compliant,No Issue,382535,0,1.6,0.1
27596,2021,METROPOLE CONDOMINIUM,Multifamily MR (5-9),5491300000,5615 24TH AVE NW,SEATTLE,WA,98107,47.66994,-122.3881,BALLARD,6,2006,6,1,37877,37877,0,62,35.5,35.90000153,1034132,1022232,87.69999695,88.40000153,Multifamily MR (5-9),Multifamily Housing,26177,Other - Services,2644,NA,,244627,0,1995,Compliant,No Issue,834667,199465,14,0.4
27597,2021,NORTHGATE ELEMENTARY SCHOOL (SPS-DISTRICT),SPS-District K-12,6411600312,11725 1ST AVE NE,SEATTLE,WA,98125,47.71487,-122.32959,NORTHWEST,5,1956,1,1,45174,45174,0,68,51,51.79999924,2352182,2318176,81.09999847,81.69999695,K-12 School,K-12 School,45423,NA,,NA,,207944,0,16427,Compliant,No Issue,709506,1642676,90.2,2
27598,2021,ST. ANDREW KIM,NonResidential,6411600330,11700 1ST AVE NE,SEATTLE,WA,98125,47.71479,-122.32824,NORTHWEST,5,2002,1,1,24955,24955,0,89,11.19999981,11.10000038,277448,279251,20.29999924,20.20000076,Worship Facility,Worship Facility,24955,NA,,NA,,35560,0,1561,Compliant,No Issue,121330,156117,8.8,0.4
27600,2021,12329 ROOSEVELT WAY NE,Multifamily LR (1-4),6413600215,12329 ROOSEVELT WAY NE,SEATTLE,WA,98125,47.71853,-122.31898,SHARED: NORTH & NORTHWEST,5,1995,4,1,62566,43406,19160,95,30.20000076,30.29999924,1315147,1309332,84.5,84.80000305,Multifamily LR (1-4),Multifamily Housing,43406,Parking,19160,NA,,385448,0,0,Compliant,No Issue,1315147,0,5.4,0.1
27602,2021,LUNA COURT CONDOMINIUM,Multifamily MR (5-9),4458770000,3221 SW AVALON WAY,SEATTLE,WA,98126,47.56391,-122.37287,DELRIDGE NEIGHBORHOODS,1,1997,5,1,77501,77501,0,89,37.5,37.59999847,2916786,2904084,80.40000153,80.5,Multifamily MR (5-9),Multifamily Housing,77501,Parking,17912,NA,,532233,0,11008,Compliant,No Issue,1815978,1100808,66,0.9
27606,2021,OSPREY APTS - 20 UNITS,Multifamily LR (1-4),4468400195,2116 N 112TH ST,SEATTLE,WA,98133,47.7098,-122.33319,NORTHWEST,1,1973,4,1,25160,25160,0,91,21.60000038,22,554220,543991,60.5,61.70000076,Multifamily LR (1-4),Multifamily Housing,25160,NA,,NA,,162433,0,0,Compliant,No Issue,554220,0,2.3,0.1
27607,2021,ETHYLE MANOR,Multifamily LR (1-4),4468400220,2132 N 112TH ST,SEATTLE,WA,98133,47.70986,-122.33227,NORTHWEST,5,1971,4,1,26254,26254,0,89,26.79999924,27.20000076,714049,702694,74.90000153,76.19999695,Multifamily LR (1-4),Multifamily Housing,26254,NA,,NA,,209276,0,0,Compliant,No Issue,714049,0,3,0.1
27610,2021,LUXE,Multifamily MR (5-9),4468500000,500 5TH AVE W,SEATTLE,WA,98119,47.62351,-122.36296,MAGNOLIA / QUEEN ANNE,7,1968,7,1,40248,40248,0,89,31.29999924,31.60000038,1275781,1265189,87.59999847,88.40000153,Multifamily MR (5-9),Multifamily Housing,40428,Parking,13000,NA,,373910,0,0,Compliant,No Issue,1275781,0,5.3,0.1
27620,2021,MADISON LOFTS,Multifamily LR (1-4),5014800000,2900 E MADISON ST,SEATTLE,WA,98112,47.62444,-122.29516,EAST,3,2008,3,1,34629,34629,0,72,27.39999962,27.70000076,957901,949808,70.59999847,71.19999695,Multifamily LR (1-4),Multifamily Housing,34629,Parking,8428,NA,,244220,0,1246,Compliant,No Issue,833280,124621,10.1,0.3
27622,2021,MADISON PARK PLACE CONDOMINIUM,Multifamily MR (5-9),5015200000,2000 43RD AVE E,SEATTLE,WA,98112,47.63716,-122.2765,EAST,3,1985,5,1,38430,38430,0,,74.59999847,92.09999847,2992077,2425524,151.8000031,170.6000061,Multifamily MR (5-9),Multifamily Housing,32500,Parking,8100,NA,,402411,0,16191,Compliant,No Issue,1373025,1619052,91.7,2.4
27625,2021,MADISON PARK WATERFRONT CONDOMINIUM,Multifamily LR (1-4),5015500000,1810 43RD AVE E,SEATTLE,WA,98112,47.63474,-122.27642,EAST,1,1964,4,1,32366,32366,0,88,27.5,27.5,891384,889013,76.90000153,77.09999847,Multifamily LR (1-4),Multifamily Housing,32366,NA,,NA,,261250,0,0,Compliant,No Issue,891384,0,3.7,0.1
27634,2021,TWIN BIRCHES APTS,Multifamily LR (1-4),5457800191,800 2ND AVE N,SEATTLE,WA,98109,47.62664,-122.35236,MAGNOLIA / QUEEN ANNE,1,1957,3,1,27246,25516,1730,95,32.70000076,32.90000153,838205,833173,63.40000153,64,Multifamily LR (1-4),Multifamily Housing,25516,NA,,NA,,125964,0,4084,Compliant,No Issue,429787,408417,23.5,0.9
27651,2021,16 UNIT APARTMENT,Multifamily LR (1-4),5457801235,900 NOB HILL AVE N,SEATTLE,WA,98109,47.62749,-122.34992,MAGNOLIA / QUEEN ANNE,7,1963,4,1,25082,22381,2701,,25.5,25.70000076,574707,570182,71.30000305,71.90000153,Multifamily LR (1-4),Multifamily Housing,22381,NA,,NA,,168437,0,0,Compliant,No Issue,574707,0,2.4,0.1
27652,2021,COGIR QUEEN ANNE I,Multifamily LR (1-4),5457801250,805 4TH AVE N,SEATTLE,WA,98109,47.62672,-122.34923,MAGNOLIA / QUEEN ANNE,1,2006,3,2,145085,121700,23385,99,46.5,46.79999924,5696106,5653721,96.30000305,96.59999847,Multifamily LR (1-4),Multifamily Housing,70586,Senior Living Community,51114,Parking,23385,967933,0,23935,Compliant,No Issue,3302588,2393518,140.8,1.2
27655,2021,AUDITORIUM APARTMENTS,Multifamily LR (1-4),5457801380,605 5TH AVE,SEATTLE,WA,98104,47.60377,-122.32971,DOWNTOWN,7,1926,4,1,47276,33694,13582,92,27.79999924,28.10000038,1327429,1316373,59,59.70000076,Multifamily LR (1-4),Multifamily Housing,47276,NA,,NA,,239182,0,5113,Compliant,No Issue,816090,511339,30.5,0.9
27656,2021,DELMONT APARTMENTS,Multifamily LR (1-4),5457801400,403 ROY ST,SEATTLE,WA,98109,47.62517,-122.3486,MAGNOLIA / QUEEN ANNE,7,1910,4,1,22344,22344,0,,24.60000038,24.5,547920,548665,38.40000153,38.40000153,Multifamily LR (1-4),Multifamily Housing,22344,NA,,NA,,47271,0,3866,Compliant,No Issue,161289,386630,21.2,0.9
27657,2021,LEEANN APARTMENTS,Multifamily MR (5-9),5457801438,701 5TH AVE N,SEATTLE,WA,98109,47.62568,-122.34807,MAGNOLIA / QUEEN ANNE,1,2018,1,0,96933,76933,20000,,,,,,,,NA,NA,,NA,,NA,,0,0,0,Not Compliant,Portfolio Manager Account Not Shared,0,0,0,0
27658,2021,QUEENS OAKS,Multifamily LR (1-4),5457801460,718 4TH AVE N,SEATTLE,WA,98109,47.62612,-122.34847,MAGNOLIA / QUEEN ANNE,7,1957,3,1,22331,22331,0,98,27.10000038,27.29999924,610065,605466,57.79999924,58.5,Multifamily LR (1-4),Multifamily Housing,22331,NA,,NA,,111319,0,2302,Compliant,No Issue,379821,230243,13.8,0.6
27659,2021,BROOKDALE QUEEN ANNE II,Multifamily LR (1-4),5457801520,800 4TH AVE N,SEATTLE,WA,98109,47.62684,-122.34843,MAGNOLIA / QUEEN ANNE,1,2006,3,1,56380,39650,16730,88,39.20000076,39.40000153,1560936,1554459,84.80000305,85.40000153,Multifamily LR (1-4),Multifamily Housing,39650,Parking,16730,NA,,292872,0,5617,Compliant,No Issue,999278,561658,34,0.9
27668,2021,VIRGINIA MASON - BAILEY BOUSHAY HOUSE,NonResidential,5016001680,2720 E MADISON ST,SEATTLE,WA,98112,47.62342,-122.29688,SHARED: CENTRAL & EAST,3,1991,3,1,34074,34074,0,,218.6999969,218.6999969,7231458,7231458,392.3999939,392.3999939,Other/Specialty Hospital,Other/Specialty Hospital,33067,NA,,NA,,901402,0,41559,Compliant,No Issue,3075582,4155877,233.4,6.9
27673,2021,HOTEL 1000,NonResidential,5017300000,1000 1ST AVE,SEATTLE,WA,98104,47.60505,-122.3361,DOWNTOWN,1,2006,10,1,392552,370327,22225,66,89.69999695,91.19999695,14297063,14064632,169.6999969,172.1999969,Hotel,Hotel,156768,Parking,52256,NA,,2007665,0,74469,Compliant,No Issue,6850153,7446910,423.8,1.1
